branch,hour,year,NR
Ronk. (greenpt.),18,2011,194
Ronk. (greenpt.),19,2011,114
Ronk. (greenpt.),20,2011,19
Ronk. (greenpt.),21,2011,66
Ronk. (greenpt.),22,2011,75
Ronk. (greenpt.),23,2011,37
Ronk. (greenpt.),0,2012,52
Ronk. (greenpt.),1,2012,22
Ronk. (greenpt.),2,2012,20
Ronk. (greenpt.),3,2012,15
Ronk. (greenpt.),4,2012,36
Ronk. (greenpt.),5,2012,68
Ronk. (greenpt.),6,2012,121
Ronk. (greenpt.),7,2012,255
Ronk. (greenpt.),8,2012,53
Ronk. (greenpt.),9,2012,76
Ronk. (greenpt.),10,2012,84
Ronk. (greenpt.),11,2012,72
Ronk. (greenpt.),12,2012,53
Ronk. (greenpt.),13,2012,65
Ronk. (greenpt.),14,2012,88
Ronk. (greenpt.),15,2012,222
Ronk. (greenpt.),16,2012,229
Ronk. (greenpt.),17,2012,144
Ronk. (greenpt.),18,2012,154
Ronk. (greenpt.),19,2012,119
Ronk. (greenpt.),20,2012,23
Ronk. (greenpt.),21,2012,65
Ronk. (greenpt.),22,2012,69
Ronk. (greenpt.),23,2012,46
Ronk. (greenpt.),0,2013,51
Ronk. (greenpt.),1,2013,23
Ronk. (greenpt.),2,2013,14
Ronk. (greenpt.),3,2013,20
Ronk. (greenpt.),4,2013,27
Ronk. (greenpt.),5,2013,63
Ronk. (greenpt.),6,2013,144
Ronk. (greenpt.),7,2013,300
Ronk. (greenpt.),8,2013,56
Ronk. (greenpt.),9,2013,106
Ronk. (greenpt.),10,2013,131
Ronk. (greenpt.),11,2013,100
Ronk. (greenpt.),12,2013,112
Ronk. (greenpt.),13,2013,56
Ronk. (greenpt.),14,2013,104
Ronk. (greenpt.),15,2013,171
Ronk. (greenpt.),16,2013,245
Ronk. (greenpt.),17,2013,162
Ronk. (greenpt.),18,2013,192
Ronk. (greenpt.),19,2013,143
Ronk. (greenpt.),20,2013,32
Ronk. (greenpt.),21,2013,87
Ronk. (greenpt.),22,2013,74
Ronk. (greenpt.),23,2013,41
Ronk. (greenpt.),0,2014,74
Ronk. (greenpt.),1,2014,24
Ronk. (greenpt.),2,2014,27
Ronk. (greenpt.),3,2014,16
Ronk. (greenpt.),4,2014,31
Ronk. (greenpt.),5,2014,61
Ronk. (greenpt.),6,2014,160
Ronk. (greenpt.),7,2014,371
Ronk. (greenpt.),8,2014,72
Ronk. (greenpt.),9,2014,115
Ronk. (greenpt.),10,2014,125
Ronk. (greenpt.),11,2014,152
Ronk. (greenpt.),12,2014,97
Ronk. (greenpt.),13,2014,61
Ronk. (greenpt.),14,2014,80
Ronk. (greenpt.),15,2014,158
Ronk. (greenpt.),16,2014,346
Ronk. (greenpt.),17,2014,180
Ronk. (greenpt.),18,2014,225
Ronk. (greenpt.),19,2014,181
Ronk. (greenpt.),20,2014,41
Ronk. (greenpt.),21,2014,66
Ronk. (greenpt.),22,2014,69
Ronk. (greenpt.),23,2014,50
Ronk. (greenpt.),0,2015,75
Ronk. (greenpt.),1,2015,31
Ronk. (greenpt.),2,2015,21
Ronk. (greenpt.),3,2015,16
Ronk. (greenpt.),4,2015,45
Ronk. (greenpt.),5,2015,124
Ronk. (greenpt.),6,2015,249
Ronk. (greenpt.),7,2015,418
Ronk. (greenpt.),8,2015,66
Ronk. (greenpt.),9,2015,128
Ronk. (greenpt.),10,2015,135
Ronk. (greenpt.),11,2015,95
Ronk. (greenpt.),12,2015,123
Ronk. (greenpt.),13,2015,87
Ronk. (greenpt.),14,2015,113
Ronk. (greenpt.),15,2015,150
Ronk. (greenpt.),16,2015,369
Ronk. (greenpt.),17,2015,268
Ronk. (greenpt.),18,2015,249
Ronk. (greenpt.),19,2015,151
Ronk. (greenpt.),20,2015,31
Ronk. (greenpt.),21,2015,71
Ronk. (greenpt.),22,2015,94
Ronk. (greenpt.),23,2015,55
Ronk. (greenpt.),0,2016,86
Ronk. (greenpt.),1,2016,46
Ronk. (greenpt.),2,2016,28
Ronk. (greenpt.),3,2016,16
Ronk. (greenpt.),4,2016,29
Ronk. (greenpt.),5,2016,63
Ronk. (greenpt.),6,2016,172
Ronk. (greenpt.),7,2016,318
Ronk. (greenpt.),8,2016,79
Ronk. (greenpt.),9,2016,132
Ronk. (greenpt.),10,2016,158
Ronk. (greenpt.),11,2016,97
Ronk. (greenpt.),12,2016,125
Ronk. (greenpt.),13,2016,104
Ronk. (greenpt.),14,2016,124
Ronk. (greenpt.),15,2016,135
Ronk. (greenpt.),16,2016,332
Ronk. (greenpt.),17,2016,144
Ronk. (greenpt.),18,2016,154
Ronk. (greenpt.),19,2016,157
Ronk. (greenpt.),20,2016,41
Ronk. (greenpt.),21,2016,88
Ronk. (greenpt.),22,2016,70
Ronk. (greenpt.),23,2016,52
Ronk. (greenpt.),0,2017,58
Ronk. (greenpt.),1,2017,45
Ronk. (greenpt.),2,2017,25
Ronk. (greenpt.),3,2017,24
Ronk. (greenpt.),4,2017,37
Ronk. (greenpt.),5,2017,77
Ronk. (greenpt.),6,2017,201
Ronk. (greenpt.),7,2017,353
Ronk. (greenpt.),8,2017,65
Ronk. (greenpt.),9,2017,144
Ronk. (greenpt.),10,2017,197
Ronk. (greenpt.),11,2017,159
Ronk. (greenpt.),12,2017,156
Ronk. (greenpt.),13,2017,108
Ronk. (greenpt.),14,2017,157
Ronk. (greenpt.),15,2017,172
Ronk. (greenpt.),16,2017,358
Ronk. (greenpt.),17,2017,183
Ronk. (greenpt.),18,2017,217
Ronk. (greenpt.),19,2017,185
Ronk. (greenpt.),20,2017,30
Ronk. (greenpt.),21,2017,83
Ronk. (greenpt.),22,2017,95
Ronk. (greenpt.),23,2017,61
Ronk. (greenpt.),0,2018,32
Ronk. (greenpt.),1,2018,25
Ronk. (greenpt.),2,2018,8
Ronk. (greenpt.),3,2018,4
Ronk. (greenpt.),4,2018,23
Ronk. (greenpt.),5,2018,42
Ronk. (greenpt.),6,2018,119
Ronk. (greenpt.),7,2018,201
Ronk. (greenpt.),8,2018,36
Ronk. (greenpt.),9,2018,70
Ronk. (greenpt.),10,2018,78
Ronk. (greenpt.),11,2018,95
Ronk. (greenpt.),12,2018,117
Ronk. (greenpt.),13,2018,90
Ronk. (greenpt.),14,2018,89
Ronk. (greenpt.),15,2018,88
Ronk. (greenpt.),16,2018,149
Ronk. (greenpt.),17,2018,93
Ronk. (greenpt.),18,2018,116
Ronk. (greenpt.),19,2018,97
Ronk. (greenpt.),20,2018,19
Ronk. (greenpt.),21,2018,43
Ronk. (greenpt.),22,2018,44
Ronk. (greenpt.),23,2018,31
West Hempstead,0,2010,12
West Hempstead,1,2010,
West Hempstead,2,2010,
West Hempstead,3,2010,
West Hempstead,4,2010,
West Hempstead,5,2010,17
West Hempstead,6,2010,6
West Hempstead,7,2010,9
West Hempstead,8,2010,17
West Hempstead,9,2010,5
West Hempstead,10,2010,12
West Hempstead,11,2010,6
West Hempstead,12,2010,6
West Hempstead,13,2010,7
West Hempstead,14,2010,8
West Hempstead,15,2010,8
West Hempstead,16,2010,15
West Hempstead,17,2010,27
West Hempstead,18,2010,11
West Hempstead,19,2010,14
West Hempstead,20,2010,8
West Hempstead,21,2010,21
West Hempstead,22,2010,6
West Hempstead,23,2010,12
West Hempstead,0,2011,10
West Hempstead,1,2011,
West Hempstead,2,2011,
West Hempstead,3,2011,
West Hempstead,4,2011,
West Hempstead,5,2011,13
West Hempstead,6,2011,8
West Hempstead,7,2011,30
West Hempstead,8,2011,31
West Hempstead,9,2011,
West Hempstead,10,2011,12
West Hempstead,11,2011,
West Hempstead,12,2011,8
West Hempstead,13,2011,
West Hempstead,14,2011,9
West Hempstead,15,2011,5
West Hempstead,16,2011,18
West Hempstead,17,2011,40
West Hempstead,18,2011,34
West Hempstead,19,2011,25
West Hempstead,20,2011,3
West Hempstead,21,2011,21
West Hempstead,22,2011,3
West Hempstead,23,2011,16
West Hempstead,0,2012,14
West Hempstead,1,2012,
West Hempstead,2,2012,
West Hempstead,3,2012,
West Hempstead,4,2012,
West Hempstead,5,2012,11
West Hempstead,6,2012,7
West Hempstead,7,2012,25
West Hempstead,8,2012,20
West Hempstead,9,2012,
West Hempstead,10,2012,4
West Hempstead,11,2012,
West Hempstead,12,2012,6
West Hempstead,13,2012,
West Hempstead,14,2012,4
West Hempstead,15,2012,3
West Hempstead,16,2012,27
West Hempstead,17,2012,62
West Hempstead,18,2012,27
West Hempstead,19,2012,45
West Hempstead,20,2012,8
West Hempstead,21,2012,16
West Hempstead,22,2012,3
West Hempstead,23,2012,34
West Hempstead,0,2013,15
West Hempstead,1,2013,
West Hempstead,2,2013,
West Hempstead,3,2013,
West Hempstead,4,2013,
West Hempstead,5,2013,8
West Hempstead,6,2013,13
West Hempstead,7,2013,62
West Hempstead,8,2013,14
West Hempstead,9,2013,1
West Hempstead,10,2013,10
West Hempstead,11,2013,
West Hempstead,12,2013,5
West Hempstead,13,2013,
West Hempstead,14,2013,8
West Hempstead,15,2013,4
West Hempstead,16,2013,44
West Hempstead,17,2013,82
West Hempstead,18,2013,28
West Hempstead,19,2013,39
West Hempstead,20,2013,3
West Hempstead,21,2013,23
West Hempstead,22,2013,3
West Hempstead,23,2013,18
West Hempstead,0,2014,30
West Hempstead,1,2014,
West Hempstead,2,2014,
West Hempstead,3,2014,
West Hempstead,4,2014,
West Hempstead,5,2014,11
West Hempstead,6,2014,7
West Hempstead,7,2014,50
West Hempstead,8,2014,15
West Hempstead,9,2014,
West Hempstead,10,2014,5
West Hempstead,11,2014,
West Hempstead,12,2014,5
West Hempstead,13,2014,
West Hempstead,14,2014,3
West Hempstead,15,2014,7
West Hempstead,16,2014,38
West Hempstead,17,2014,130
West Hempstead,18,2014,41
West Hempstead,19,2014,43
West Hempstead,20,2014,5
West Hempstead,21,2014,38
West Hempstead,22,2014,4
West Hempstead,23,2014,28
West Hempstead,0,2015,40
West Hempstead,1,2015,
West Hempstead,2,2015,
West Hempstead,3,2015,
West Hempstead,4,2015,
West Hempstead,5,2015,15
West Hempstead,6,2015,11
West Hempstead,7,2015,62
West Hempstead,8,2015,22
West Hempstead,9,2015,7
West Hempstead,10,2015,11
West Hempstead,11,2015,5
West Hempstead,12,2015,5
West Hempstead,13,2015,5
West Hempstead,14,2015,5
West Hempstead,15,2015,8
West Hempstead,16,2015,32
West Hempstead,17,2015,129
West Hempstead,18,2015,41
West Hempstead,19,2015,34
West Hempstead,20,2015,2
West Hempstead,21,2015,50
West Hempstead,22,2015,3
West Hempstead,23,2015,22
West Hempstead,0,2016,17
West Hempstead,1,2016,
West Hempstead,2,2016,
West Hempstead,3,2016,
West Hempstead,4,2016,
West Hempstead,5,2016,9
West Hempstead,6,2016,13
West Hempstead,7,2016,44
West Hempstead,8,2016,18
West Hempstead,9,2016,3
West Hempstead,10,2016,10
West Hempstead,11,2016,3
West Hempstead,12,2016,7
West Hempstead,13,2016,7
West Hempstead,14,2016,6
West Hempstead,15,2016,2
West Hempstead,16,2016,50
West Hempstead,17,2016,81
West Hempstead,18,2016,25
West Hempstead,19,2016,24
West Hempstead,20,2016,3
West Hempstead,21,2016,9
West Hempstead,22,2016,5
West Hempstead,23,2016,14
West Hempstead,0,2017,14
West Hempstead,1,2017,
West Hempstead,2,2017,
West Hempstead,3,2017,
West Hempstead,4,2017,
West Hempstead,5,2017,11
West Hempstead,6,2017,22
West Hempstead,7,2017,63
West Hempstead,8,2017,43
West Hempstead,9,2017,3
West Hempstead,10,2017,8
West Hempstead,11,2017,2
West Hempstead,12,2017,5
West Hempstead,13,2017,3
West Hempstead,14,2017,12
West Hempstead,15,2017,20
West Hempstead,16,2017,62
West Hempstead,17,2017,114
West Hempstead,18,2017,33
West Hempstead,19,2017,45
West Hempstead,20,2017,4
West Hempstead,21,2017,23
West Hempstead,22,2017,4
West Hempstead,23,2017,14
West Hempstead,0,2018,7
West Hempstead,1,2018,
West Hempstead,2,2018,
West Hempstead,3,2018,
West Hempstead,4,2018,
West Hempstead,5,2018,4
West Hempstead,6,2018,22
West Hempstead,7,2018,46
West Hempstead,8,2018,41
West Hempstead,9,2018,2
West Hempstead,10,2018,9
West Hempstead,11,2018,2
West Hempstead,12,2018,10
West Hempstead,13,2018,1
West Hempstead,14,2018,12
West Hempstead,15,2018,12
West Hempstead,16,2018,32
West Hempstead,17,2018,65
West Hempstead,18,2018,20
West Hempstead,19,2018,28
West Hempstead,20,2018,6
West Hempstead,21,2018,20
West Hempstead,22,2018,8
West Hempstead,23,2018,10
